Bike-Number,Rental-Time,Rental-Type,Rental-Location,Rental-Lat,Rental-Lng,Return-Time,Return-Type,Return-Location,Return-Lat,Return-Lng,Duration-Minutes,Movement-Type
100011,2025-07-20 17:55:40,Station (virtuell),Görlitzer Straße (Landwehrkanal),52.495247,13.445072,2025-07-20 18:11:12,Station (virtuell),Jordanstraße/Bouchéstraße,52.491953,13.450881,15.5,Station:Station
16612,2025-07-20 18:11:12,Station (virtuell),Spenerstraße (Calvinstraße),52.524085,13.352114,2025-07-20 18:11:18,Freistehend,Flexzone,52.527338,13.338827,0.1,Station:Flexzone
13327,2025-07-20 18:11:12,Station (virtuell),S Ostbahnhof (Nordost),52.510852,13.437028,2025-07-20 18:11:18,Freistehend,Flexzone,52.515547,13.440477,0.1,Station:Flexzone
17184,2025-07-20 18:11:12,Station (physisch),S Nöldnerplatz ,52.502813,13.48485,2025-07-20 18:11:18,Freistehend,Flexzone,52.495311,13.488123,0.1,Station:Flexzone
10594,2025-07-20 18:11:12,Station (virtuell),Jelbi Sommerbad Neukölln (NEU/SO),52.48029,13.41693,2025-07-20 18:11:18,Freistehend,außerhalb Flexzone,52.495813,13.420951,0.1,Station:NoFlexzone
100526,2025-07-20 18:11:12,Station (virtuell),S+U Yorckstraße (Süd),52.492776,13.368961,2025-07-20 18:11:18,Freistehend,Flexzone,52.490671,13.37679,0.1,Station:Flexzone
18711,2025-07-20 18:11:12,Station (physisch),Volksbühne (U Rosa-Luxemburg-Platz),52.526065,13.411367,2025-07-20 18:11:18,Freistehend,außerhalb Flexzone,52.523569,13.397794,0.1,Station:NoFlexzone
19587,2025-07-20 18:11:12,Station (physisch),Brachvogelstraße,52.496215,13.399009,2025-07-20 18:11:18,Freistehend,Flexzone,52.495867,13.400094,0.1,Station:Flexzone
18196,2025-07-20 18:11:12,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,2025-07-20 18:11:18,Freistehend,Flexzone,52.529573,13.369004,0.1,Station:Flexzone
19540,2025-07-20 18:11:12,Station (virtuell),S Ostkreuz (Südost),52.50246,13.469894,2025-07-20 18:11:18,Freistehend,Flexzone,52.493716,13.489873,0.1,Station:Flexzone
10563,2025-07-20 18:11:12,Station (virtuell),U Kleistpark (West),52.490669,13.36,2025-07-20 18:11:18,Station (virtuell),Jelbi U Bülowstraße (SCH/BU),52.49746,13.3627,0.1,Station:Station
18042,2025-07-20 18:11:12,Station (physisch),Obentrautstraße,52.497192,13.380079,2025-07-20 18:11:18,Freistehend,Flexzone,52.498902,13.353562,0.1,Station:Flexzone
17803,2025-07-20 18:11:12,Station (virtuell),Alte Jakobstraße/Lindenstraße,52.499174,13.39594,2025-07-20 18:11:18,Freistehend,Flexzone,52.491836,13.41363,0.1,Station:Flexzone
17187,2025-07-20 18:11:12,Station (virtuell),Jelbi U Boddinstraße/Selchower Straße (NEU/UB),52.479118,13.425336,2025-07-20 18:11:23,Station (virtuell),Jelbi Rio-Reiser-Platz (KRE/RI),52.499977,13.423202,0.2,Station:Station
10357,2025-07-20 17:50:40,Station (virtuell),U Schwartzkopffstraße,52.535972,13.376528,2025-07-20 18:11:35,Station (virtuell),U Schwartzkopffstraße,52.535972,13.376528,20.9,Station:Station
16379,2025-07-20 17:36:29,Freistehend,Flexzone,52.466818,13.434462,2025-07-20 18:11:35,Station (virtuell),Karlsgartenstraße/Lucy-Lameck-Straße,52.482221,13.423369,35.1,Flexzone:Station
15689,2025-07-20 17:33:47,Station (virtuell),Gertrudstraße (Strandbad Orankesee),52.550261,13.484265,2025-07-20 18:11:50,Station (virtuell),VRAO 20 - Boxhagener Platz/Südwest (Abstellfläche-Mikromobilität),52.510437,13.458856,38.0,Station:Station
16679,2025-07-20 18:11:12,Station (physisch),Jelbi S Storkower Straße (PRE/STO),52.52335,13.46437,2025-07-20 18:11:50,Freistehend,Flexzone,52.519898,13.463523,0.6,Station:Flexzone
10910,2025-07-20 17:50:27,Freistehend,Flexzone,52.489933,13.402749,2025-07-20 18:11:56,Station (virtuell),Steinplatz (Ost),52.508568,13.326437,21.5,Flexzone:Station
15538,2025-07-20 18:11:12,Station (virtuell),Rathenaustraße/Slabystraße,52.459783,13.529251,2025-07-20 18:11:56,Station (virtuell),Michael-Brückner-Straße/Britzer Straße,52.452889,13.515486,0.7,Station:Station
19598,2025-07-20 18:11:12,Station (virtuell),Jelbi Charitéplatz (MIT/CP),52.524341,13.376855,2025-07-20 18:11:56,Station (physisch),Friedrichstadtpalast (U Oranienburger Tor),52.524065,13.387436,0.7,Station:Station
17458,2025-07-20 18:11:12,Station (physisch),Potsdamer Str./Eichhornstr.,52.508957,13.371686,2025-07-20 18:12:10,Freistehend,Flexzone,52.523444,13.342763,1.0,Station:Flexzone
15474,2025-07-20 17:55:40,Station (virtuell),Jelbi Bebelplatz (MIT/BB),52.517425,13.391975,2025-07-20 18:12:10,Station (physisch),Potsdamer Str./Eichhornstr.,52.508957,13.371686,16.5,Station:Station
14061,2025-07-20 18:11:12,Freistehend,außerhalb Flexzone,52.443151,13.676846,2025-07-20 18:12:10,Station (virtuell),Licht- und Luftbad Müggelsee,52.447284,13.670763,1.0,NoFlexzone:Station
101182,2025-07-20 18:11:12,Station (virtuell),Jelbi Allerstraße (NEU/AL),52.47438,13.41946,2025-07-20 18:12:10,Station (virtuell),Peter-Strasser-Weg (Tempelhofer Feld West),52.476221,13.386062,1.0,Station:Station
15108,2025-07-20 18:11:12,Station (physisch),Bergstraße/Filandastraße,52.458425,13.331897,2025-07-20 18:12:22,Station (virtuell),Berlinickeplatz,52.465809,13.37799,1.2,Station:Station
18930,2025-07-20 18:11:12,Station (virtuell),Jelbi Sommerbad Neukölln (NEU/SO),52.48029,13.41693,2025-07-20 18:12:22,Station (physisch),Herrfurthplatz (EDEKA),52.477226,13.42298,1.2,Station:Station
16818,2025-07-20 18:12:15,Station (physisch),S+U Neukölln,52.469951,13.441477,2025-07-20 18:12:22,Station (physisch),Flexzone,52.500653,13.434046,0.1,Station:Station
10318,2025-07-20 18:12:15,Station (physisch),Paul-Lincke-Ufer/Liegnitzer Straße,52.492584,13.433613,2025-07-20 18:12:22,Station (physisch),Flexzone,52.490191,13.427661,0.1,Station:Station
17749,2025-07-20 18:12:15,Station (virtuell),S Ostkreuz (Südost),52.50246,13.469894,2025-07-20 18:12:22,Station (virtuell),S Ostkreuz (Südost),52.50246,13.469894,0.1,Station:Station
17902,2025-07-20 18:11:12,Station (physisch),U Platz der Luftbrücke,52.484528,13.385548,2025-07-20 18:12:29,Station (virtuell),Jelbi Hohenstaufenplatz/Dieffenbachstraße (KRE/HO),52.49158,13.42028,1.3,Station:Station
19678,2025-07-20 18:12:10,Station (virtuell),S Bundesplatz (Südwest),52.477366,13.329001,2025-07-20 18:12:29,Station (virtuell),Offenbacher Straße/Laubacher Straße,52.475057,13.320392,0.3,Station:Station
16445,2025-07-20 18:11:12,Station (virtuell),U Schwartzkopffstraße,52.535972,13.376528,2025-07-20 18:28:05,Freistehend,Flexzone,52.52672,13.389703,16.9,Station:Flexzone
19760,2025-07-20 18:11:12,Station (virtuell),EDEKA Urbschat (U Siemensdamm),52.536788,13.272009,2025-07-20 18:28:05,Station (virtuell),EDEKA Urbschat (U Siemensdamm),52.536788,13.272009,16.9,Station:Station
17716,2025-07-20 18:11:12,Station (virtuell),VRAO 31 - Mohrenstraße/Charlottenstraße (Abstellfläche-Mikromobilität),52.512409,13.391555,2025-07-20 18:28:05,Freistehend,Flexzone,52.499529,13.43454,16.9,Station:Flexzone
14006,2025-07-20 18:11:12,Station (virtuell),M Bernauer Straße/Wolliner Straße,52.539542,13.401644,2025-07-20 18:28:05,Station (virtuell),VRAO 28 - Friedrichstraße/Schiffbauerdamm (Abstellfläche-Mikromobilität),52.522361,13.387565,16.9,Station:Station
16698,2025-07-20 18:11:12,Station (physisch),Jelbi S+U Zoologischer Garten/Hardenbergplatz (CHA/HA),52.506606,13.332945,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.49944,13.372146,16.9,Station:NoFlexzone
10488,2025-07-20 18:11:12,Station (physisch),M Mauerpark,52.540802,13.404887,2025-07-20 18:28:05,Station (virtuell),Grellstraße/Gubitzstraße,52.543892,13.432417,16.9,Station:Station
17615,2025-07-20 18:11:12,Station (virtuell),Marienburger Straße/Eschersheimer Straße,52.462481,13.422074,2025-07-20 18:28:05,Station (virtuell),Kottbuser Damm/Boppstraße,52.490457,13.423483,16.9,Station:Station
13029,2025-07-20 18:11:12,Station (virtuell),Grellstraße/Gubitzstraße,52.543892,13.432417,2025-07-20 18:28:05,Station (physisch),M Prenzlauer Allee,52.528409,13.416694,16.9,Station:Station
101319,2025-07-20 18:11:12,Station (virtuell),Simon-Dach-Straße/Frankfurter Allee,52.514964,13.460124,2025-07-20 18:28:05,Station (physisch),S Landsberger Allee,52.528998,13.456997,16.9,Station:Station
15493,2025-07-20 18:11:12,Station (virtuell),S+U Heidelberger Platz,52.480474,13.312324,2025-07-20 18:28:05,Station (virtuell),Hardenbergstraße (Universität der Künste),52.508892,13.32704,16.9,Station:Station
10546,2025-07-20 17:49:32,Station (virtuell),Jelbi U Rosenthaler Platz Nord (MIT/RN),52.529611,13.399548,2025-07-20 18:28:05,Station (virtuell),Heckmannufer,52.497109,13.44881,38.5,Station:Station
10644,2025-07-20 17:50:51,Station (physisch),Katzbachstraße,52.487904,13.376718,2025-07-20 18:28:05,Station (virtuell),S+U Tempelhof (Nordost),52.471497,13.386057,37.2,Station:Station
18280,2025-07-20 18:11:12,Station (virtuell),Hermannstraße/Warthestraße,52.470518,13.429504,2025-07-20 18:28:05,Station (virtuell),Willibald-Alexis-Straße/Chamissoplatz,52.487807,13.390827,16.9,Station:Station
17522,2025-07-20 17:31:00,Station (physisch),**Helsingforser Platz (S Warschauer Straße),52.507848,13.449569,2025-07-20 18:28:05,Station (virtuell),Palisadenstraße/Strausberger Straße,52.520532,13.430972,57.1,Station:Station
17351,2025-07-20 17:55:40,Station (virtuell),Mühlendamm/Spreeufer,52.515888,13.40759,2025-07-20 18:28:05,Station (physisch),Jelbi U Boddinstraße (NEU/BO),52.480477,13.424322,32.4,Station:Station
13982,2025-07-20 17:55:40,Station (virtuell),EDEKA Leher (Fürstenwalder Allee/Lagunenweg),52.431574,13.715154,2025-07-20 18:28:05,Station (virtuell),EDEKA Voigt (Bölschestraße),52.451457,13.624925,32.4,Station:Station
100851,2025-07-20 18:11:12,Station (virtuell),Fasanenstraße/Hertzallee,52.510201,13.330058,2025-07-20 18:28:05,Freistehend,Flexzone,52.495191,13.35502,16.9,Station:Flexzone
13239,2025-07-20 18:11:12,Station (virtuell),Jelbi Sommerbad Neukölln (NEU/SO),52.48029,13.41693,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.482538,13.40756,16.9,Station:NoFlexzone
17749,2025-07-20 18:12:29,Station (virtuell),S Ostkreuz (Südost),52.50246,13.469894,2025-07-20 18:28:05,Station (physisch),Marheinekeplatz,52.488976,13.394571,15.6,Station:Station
19194,2025-07-20 18:11:12,Station (virtuell),Jelbi Sommerbad Neukölln (NEU/SO),52.48029,13.41693,2025-07-20 18:28:05,Freistehend,Flexzone,52.495476,13.431042,16.9,Station:Flexzone
13219,2025-07-20 17:49:32,Freistehend,Flexzone,52.540324,13.403489,2025-07-20 18:28:05,Station (virtuell),Flexzone,52.55932,13.368769,38.5,Flexzone:Station
16444,2025-07-20 17:55:40,Station (virtuell),Zweibrücker Straße (Falkenseer Chaussee),52.546927,13.188964,2025-07-20 18:28:05,Station (virtuell),U Paulsternstraße,52.538213,13.2474,32.4,Station:Station
10883,2025-07-20 18:11:12,Station (virtuell),U Naturkundemuseum (Nord),52.530917,13.382806,2025-07-20 18:28:05,Station (virtuell),M Bernauer Straße/Wolliner Straße,52.539542,13.401644,16.9,Station:Station
18737,2025-07-20 17:49:32,Station (virtuell),Jelbi Gertrud-Kolmar-Straße/Hannah-Arendt-Straße (MIT/GE),52.513306,13.380151,2025-07-20 18:28:05,Station (virtuell),VRAO 36 - Budapesterstraße (Abstellfläche-Mikromobilität),52.506479,13.344495,38.5,Station:Station
100234,2025-07-20 17:55:40,Station (virtuell),S Friedrichsfelde Ost,52.51364,13.519987,2025-07-20 18:28:05,Station (virtuell),EDEKA Kollwitzstraße,52.536518,13.418046,32.4,Station:Station
16665,2025-07-20 17:55:40,Station (virtuell),Radenzer Straße/Südostallee,52.460318,13.484625,2025-07-20 18:28:05,Station (virtuell),Paul-Linke-Ufer/Ohlauer Straße,52.494069,13.428737,32.4,Station:Station
18336,2025-07-20 18:11:12,Station (virtuell),Leipziger Straße/Markgrafenstraße,52.510916,13.393965,2025-07-20 18:28:05,Station (virtuell),DAV Kletterzentrum,52.528314,13.363076,16.9,Station:Station
10411,2025-07-20 18:11:12,Station (virtuell),virtuell – Thomasstraße/Rübelandstraße,52.473099,13.437594,2025-07-20 18:28:05,Freistehend,Flexzone,52.478671,13.452482,16.9,Station:Flexzone
16849,2025-07-20 18:11:12,Station (virtuell),Soldiner Straße/Prinzenallee,52.558635,13.386578,2025-07-20 18:28:05,Station (virtuell),Schwedter Straße (Abstellfläche-Mikromobilität),52.540237,13.404796,16.9,Station:Station
14389,2025-07-20 18:11:12,Station (virtuell),Siegmunds Hof,52.516325,13.335659,2025-07-20 18:28:05,Station (virtuell),U Güntzelstraße (Trautenaustraße),52.493068,13.330467,16.9,Station:Station
100282,2025-07-20 17:50:40,Station (virtuell),EDEKA Leher (Fürstenwalder Allee/Lagunenweg),52.431574,13.715154,2025-07-20 18:28:05,Station (virtuell),EDEKA Voigt (Bölschestraße),52.451457,13.624925,37.4,Station:Station
10912,2025-07-20 18:11:12,Station (virtuell),Simon-Dach-Straße/Frankfurter Allee,52.514964,13.460124,2025-07-20 18:28:05,Station (physisch),S Landsberger Allee,52.528998,13.456997,16.9,Station:Station
18140,2025-07-20 17:55:40,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,2025-07-20 18:28:05,Station (virtuell),M Kopernikusstraße/Warschauer Straße (Nord),52.510837,13.451836,32.4,Station:Station
17141,2025-07-20 18:11:12,Freistehend,Flexzone,52.524089,13.353784,2025-07-20 18:28:05,Freistehend,Flexzone,52.524089,13.353784,16.9,Flexzone:Flexzone
13970,2025-07-20 18:11:12,Station (virtuell),Jelbi Bebelplatz (MIT/BB),52.517425,13.391975,2025-07-20 18:28:05,Station (physisch),Jelbi Eingang Tempelhofer Feld/Columbiadamm (TEM/CO),52.483313,13.402687,16.9,Station:Station
16784,2025-07-20 17:29:24,Station (virtuell),**Jelbi S+U Hauptbahnhof/Ella-Trebe-Straße (MOA/HA),52.523971,13.368296,2025-07-20 18:28:05,Station (virtuell),Beusselstraße/Wiclefstraße,52.531046,13.32878,58.7,Station:Station
18073,2025-07-20 18:11:12,Station (virtuell),Jelbi Burgstraße/Friedrichsbrücke (MIT/FR),52.52119,13.40063,2025-07-20 18:28:05,Station (virtuell),EDEKA Annenstraße,52.507889,13.414667,16.9,Station:Station
19381,2025-07-20 17:19:51,Station (virtuell),Jelbi Am Lustgarten (MIT/LU),52.51863,13.40059,2025-07-20 18:28:05,Station (virtuell),Maßmannstraße/Kreuznacher Straße,52.467194,13.320118,68.2,Station:Station
17725,2025-07-20 18:11:12,Station (virtuell),Simon-Dach-Straße/Frankfurter Allee,52.514964,13.460124,2025-07-20 18:28:05,Station (physisch),S Landsberger Allee,52.528998,13.456997,16.9,Station:Station
101113,2025-07-20 17:49:32,Station (physisch),U Ernst-Reuter-Platz,52.513434,13.322788,2025-07-20 18:28:05,Station (virtuell),Sickingenstr.,52.53083,13.316621,38.5,Station:Station
18909,2025-07-20 17:30:37,Station (virtuell),Alte Jakobstraße/Lindenstraße,52.499174,13.39594,2025-07-20 18:28:05,Station (physisch),Torstraße/Gormannstraße,52.529685,13.405198,57.5,Station:Station
15599,2025-07-20 18:11:12,Station (virtuell),Jelbi Ebertstraße/Hannah-Arendt-Straße (MIT/EH),52.513298,13.377288,2025-07-20 18:28:05,Station (virtuell),VRAO 72 - Jägerstraße/Oberwallstraße (Abstellfläche Mikromobilität),52.514301,13.397092,16.9,Station:Station
18885,2025-07-20 18:11:12,Station (physisch),Zeughofstraße (Lausitzer Park),52.499785,13.433427,2025-07-20 18:28:05,Station (virtuell),VRAO 61 - Skalitzer Straße/Görlitzer Park (Abstellfläche Mikromobilität),52.49919,13.432063,16.9,Station:Station
100482,2025-07-20 17:30:26,Freistehend,außerhalb Flexzone,52.493213,13.465401,2025-07-20 18:28:05,Station (virtuell),Zeppelinstraße/Roedernstraße,52.466672,13.515134,57.6,NoFlexzone:Station
17850,2025-07-20 18:11:12,Station (virtuell),Wrangelstraße/Mariannenplatz,52.504889,13.426977,2025-07-20 18:28:05,Station (physisch),Paul-Lincke-Ufer/Liegnitzer Straße,52.492584,13.433613,16.9,Station:Station
10799,2025-07-20 18:11:12,Station (physisch),**S+U Hauptbahnhof/Europaplatz,52.52596,13.369441,2025-07-20 18:28:05,Freistehend,Flexzone,52.536356,13.375837,16.9,Station:Flexzone
15324,2025-07-20 18:11:12,Freistehend,Flexzone,52.546187,13.433217,2025-07-20 18:28:05,Station (virtuell),Erich-Weinert-Straße/Sültstraße,52.547604,13.425501,16.9,Flexzone:Station
14676,2025-07-20 18:11:12,Station (physisch),Sportplatz Emdener Straße,52.530496,13.333955,2025-07-20 18:28:05,Station (physisch),S+U Hauptbahnhof Washingtonplatz,52.524259,13.368603,16.9,Station:Station
101187,2025-07-20 18:11:12,Station (virtuell),Oderstraße/Gürtelstraße,52.509287,13.473256,2025-07-20 18:28:05,Station (virtuell),S+U Frankfurter Allee (Süd),52.513806,13.475778,16.9,Station:Station
14341,2025-07-20 18:11:12,Station (virtuell),VRAO 45 - U Tierpark (Abstellfläche Mikromobilität),52.49668,13.52377,2025-07-20 18:28:05,Station (virtuell),VRAO 45 - U Tierpark (Abstellfläche Mikromobilität),52.49668,13.52377,16.9,Station:Station
10663,2025-07-20 17:55:40,Freistehend,außerhalb Flexzone,52.414902,13.597701,2025-07-20 18:28:05,Station (virtuell),Seebad Wendenschloss,52.415337,13.599305,32.4,NoFlexzone:Station
19665,2025-07-20 18:11:12,Station (virtuell),Wrangelstraße/Mariannenplatz,52.504889,13.426977,2025-07-20 18:28:05,Station (physisch),Maybachufer,52.489599,13.439063,16.9,Station:Station
15489,2025-07-20 18:11:12,Freistehend,Flexzone,52.49992,13.318579,2025-07-20 18:28:05,Freistehend,Flexzone,52.49992,13.318579,16.9,Flexzone:Flexzone
13572,2025-07-20 18:11:12,Station (virtuell),virtuell - Richardstraße/Böhmische Straße,52.472341,13.446091,2025-07-20 18:28:05,Station (virtuell),Friedelstraße/Pflügerstraße,52.491343,13.427914,16.9,Station:Station
15028,2025-07-20 17:55:40,Station (virtuell),VRAO 37 - Altonaer Straße (Abstellfläche-Mikromobilität),52.517166,13.344219,2025-07-20 18:28:05,Station (virtuell),VRAO 37 - Altonaer Straße (Abstellfläche-Mikromobilität),52.517166,13.344219,32.4,Station:Station
18021,2025-07-20 18:11:12,Station (physisch),Geschwister Scholl Str.,52.520367,13.392012,2025-07-20 18:28:05,Station (physisch),Geschwister Scholl Str.,52.520367,13.392012,16.9,Station:Station
100771,2025-07-20 18:11:12,Station (virtuell),Jelbi Ebertstraße/Hannah-Arendt-Straße (MIT/EH),52.513298,13.377288,2025-07-20 18:28:05,Station (virtuell),VRAO 71 - Oberwallstraße/Hausvogteiplatz (Abstellfläche Mikromobilität),52.513413,13.397103,16.9,Station:Station
17440,2025-07-20 18:11:12,Station (virtuell),Revaler Straße (33),52.505845,13.459234,2025-07-20 18:28:05,Freistehend,Flexzone,52.490249,13.456071,16.9,Station:Flexzone
18555,2025-07-20 17:29:01,Station (virtuell),EDEKA S Greifwalder Straße (West),52.541608,13.438924,2025-07-20 18:28:05,Station (physisch),Hufelandstraße,52.531068,13.433747,59.1,Station:Station
15431,2025-07-20 18:11:12,Station (virtuell),S Grünau (Ost),52.413443,13.573885,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.416338,13.495461,16.9,Station:NoFlexzone
13351,2025-07-20 18:11:12,Freistehend,außerhalb Flexzone,52.4744,13.436672,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.4744,13.436672,16.9,NoFlexzone:NoFlexzone
19588,2025-07-20 18:11:12,Station (physisch),Grimmstraße,52.494567,13.415278,2025-07-20 18:28:05,Station (virtuell),virtuell - Braunschweiger Straße/Richardstraße,52.470978,13.446198,16.9,Station:Station
10318,2025-07-20 18:12:29,Station (physisch),Paul-Lincke-Ufer/Liegnitzer Straße,52.492584,13.433613,2025-07-20 18:28:05,Freistehend,Flexzone,52.490191,13.427661,15.6,Station:Flexzone
17755,2025-07-20 18:11:12,Station (virtuell),Krügerstraße/Kuglerstraße,52.550029,13.42621,2025-07-20 18:28:05,Station (virtuell),Flexzone,52.522307,13.415269,16.9,Station:Station
15479,2025-07-20 18:11:12,Station (virtuell),Nestorstraße/Kurfürstendamm,52.498423,13.299974,2025-07-20 18:28:05,Station (virtuell),U Sophie-Charlotte-Platz (Nordwest),52.511144,13.296449,16.9,Station:Station
100255,2025-07-20 17:55:40,Station (virtuell),Teufelsseechaussee (Parkplatz),52.492897,13.237703,2025-07-20 18:28:05,Station (virtuell),S Herrstraße (West),52.508238,13.258273,32.4,Station:Station
16089,2025-07-20 18:11:12,Freistehend,Flexzone,52.521809,13.379933,2025-07-20 18:28:05,Freistehend,Flexzone,52.521809,13.379933,16.9,Flexzone:Flexzone
18948,2025-07-20 17:49:32,Station (virtuell),Jelbi S+U Potsdamer Platz/A.-Hauschner-Straße (TIE/PO),52.510039,13.37599,2025-07-20 18:28:05,Station (physisch),S Sonnenallee,52.474241,13.455552,38.5,Station:Station
16629,2025-07-20 17:49:32,Station (virtuell),Müller-Breslau-Straße (Schleusenkrug),52.511108,13.336045,2025-07-20 18:28:05,Station (virtuell),Jelbi Philharmonie (TIE/PH),52.51053,13.36807,38.5,Station:Station
17985,2025-07-20 18:11:12,Station (physisch),S Treptower Park,52.493897,13.461143,2025-07-20 18:28:05,Station (virtuell),Flexzone,52.488231,13.425612,16.9,Station:Station
100304,2025-07-20 17:21:44,Station (virtuell),Jelbi Am Lustgarten (MIT/LU),52.51863,13.40059,2025-07-20 18:28:05,Station (virtuell),Maßmannstraße/Kreuznacher Straße,52.467194,13.320118,66.3,Station:Station
13686,2025-07-20 18:11:12,Station (virtuell),Masurenstraße/Mühlenstraße,52.562618,13.40998,2025-07-20 18:28:05,Station (virtuell),Stargarder Straße 72 (Abstellfläche-Mikromobilität),52.546782,13.417673,16.9,Station:Station
17362,2025-07-20 17:55:40,Station (virtuell),Ludwigkirchplatz/Pfalzburger Straße,52.497753,13.322849,2025-07-20 18:28:05,Station (virtuell),Ludwigkirchplatz/Pfalzburger Straße,52.497753,13.322849,32.4,Station:Station
17677,2025-07-20 18:11:12,Station (virtuell),Friedrich-Hollaender-Platz (Lietzenburger Straße),52.500695,13.331122,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.490644,13.358756,16.9,Station:NoFlexzone
15663,2025-07-20 17:55:40,Station (virtuell),U Ernst-Reuter-Platz (Süd),52.51175,13.321528,2025-07-20 18:28:05,Station (virtuell),Gutenbergstraße/Englische Straße,52.515842,13.332026,32.4,Station:Station
17324,2025-07-20 18:11:50,Station (physisch),**S Ostbahnhof,52.509822,13.433468,2025-07-20 18:28:05,Station (physisch),Wrangelstraße,52.502323,13.432466,16.2,Station:Station
17128,2025-07-20 18:11:12,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 18:28:05,Station (virtuell),Seestraße/Nordufer,52.541449,13.334123,16.9,Station:Station
10512,2025-07-20 17:55:40,Station (virtuell),Mühsamstraße/Löwestraße,52.519012,13.446391,2025-07-20 18:28:05,Station (virtuell),VRAO 18 - U Rosenthaler Platz/Weinbergsweg (Abstellfläche-Mikromobilität),52.530604,13.402103,32.4,Station:Station
18411,2025-07-20 17:49:32,Station (virtuell),Am Friedrichshain/Hans-Otto-Straße,52.529357,13.434212,2025-07-20 18:28:05,Station (physisch),Am Tempelhofer Feld,52.476736,13.418464,38.5,Station:Station
17053,2025-07-20 17:13:48,Station (virtuell),Munsterdamm (Sommerbad am Insulaner),52.4562,13.349192,2025-07-20 18:28:05,Station (virtuell),Bergstraße/Bismarckstraße,52.458532,13.339088,74.3,Station:Station
17035,2025-07-20 18:11:12,Freistehend,außerhalb Flexzone,52.487076,13.48116,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.487076,13.48116,16.9,NoFlexzone:NoFlexzone
19633,2025-07-20 18:11:12,Station (virtuell),Köpenicker Landstraße/Schnellerstraße,52.464269,13.498091,2025-07-20 18:28:05,Freistehend,Flexzone,52.457542,13.536306,16.9,Station:Flexzone
19890,2025-07-20 18:11:12,Station (virtuell),Jelbi Rathausstraße/Berliner Fernsehturm (MIT/RB),52.519836,13.410284,2025-07-20 18:28:05,Station (virtuell),Jelbi U Kottbusser Tor/Zentrum Kreuzberg (KRE/KO),52.499377,13.417514,16.9,Station:Station
16467,2025-07-20 18:11:12,Station (virtuell),Strandbad Plötzensee,52.541306,13.330278,2025-07-20 18:28:05,Freistehend,außerhalb Flexzone,52.533449,13.384319,16.9,Station:NoFlexzone
19784,2025-07-20 18:11:12,Station (virtuell),Berthelsdorfer Straße/Donaustraße,52.478573,13.442067,2025-07-20 18:28:05,Station (virtuell),Jordanstraße/Bouchéstraße,52.491953,13.450881,16.9,Station:Station
17970,2025-07-20 18:11:12,Station (virtuell),virtuell - Richardstraße/Böhmische Straße,52.472341,13.446091,2025-07-20 18:28:05,Station (virtuell),Krüllstraße/Karl-Kruger-Straße,52.491473,13.44667,16.9,Station:Station
16683,2025-07-20 17:29:24,Station (physisch),S+U Hauptbahnhof Washingtonplatz,52.524259,13.368603,2025-07-20 18:28:05,Station (virtuell),Jelbi Platz des 18. März/Ahornsteig (TIE/PA),52.516026,13.375934,58.7,Station:Station
15696,2025-07-20 18:11:12,Station (physisch),Ritterstraße/Alte Jakobstraße,52.504718,13.399595,2025-07-20 18:28:05,Station (virtuell),außerhalb Flexzone,52.486529,13.47899,16.9,Station:Station
17849,2025-07-20 18:28:05,Station (virtuell),Grünberger Straße/Kadiner Straße,52.512969,13.449862,2025-07-20 18:28:10,Freistehend,Flexzone,52.518124,13.461592,0.1,Station:Flexzone
17288,2025-07-20 18:11:12,Station (virtuell),U Friedrichsfelde (Süd),52.50548,13.51342,2025-07-20 18:28:05,Station (virtuell),Rupprechtstraße/Eitelstraße,52.503019,13.492724,16.9,Station:Station
17687,2025-07-20 18:11:12,Station (virtuell),Poststraße/Propststraße,52.516608,13.406394,2025-07-20 18:28:05,Station (virtuell),EDEKA Fürstenberger Straße,52.5375,13.405667,16.9,Station:Station
19207,2025-07-20 17:55:40,Station (virtuell),S+U Tempelhof (Nordost),52.471497,13.386057,2025-07-20 18:28:05,Station (virtuell),Bundesallee/Stubenrauchstraße,52.468987,13.328031,32.4,Station:Station
15197,2025-07-20 18:28:05,Station (virtuell),Paul-Heyse-Straße/Danziger Straße,52.52942,13.443993,2025-07-20 18:28:10,Freistehend,Flexzone,52.521956,13.453267,0.1,Station:Flexzone
15745,2025-07-20 18:11:12,Station (virtuell),virtuell - S Treptower Park (Puschkinallee/Elsenstraße),52.49278,13.460247,2025-07-20 18:28:05,Freistehend,Flexzone,52.487347,13.437174,16.9,Station:Flexzone
