Bike-Number,Rental-Time,Rental-Type,Rental-Location,Rental-Lat,Rental-Lng,Return-Time,Return-Type,Return-Location,Return-Lat,Return-Lng,Duration-Minutes,Movement-Type
18546,2025-07-20 17:05:59,Station (virtuell),S Südkreuz (Südost),52.474444,13.367028,2025-07-20 17:06:04,Station (virtuell),S Südkreuz (Südost),52.474444,13.367028,0.1,Station:Station
15449,2025-07-20 17:06:21,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:06:27,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,0.1,Station:Station
18832,2025-07-20 17:06:32,Station (virtuell),Gustav-Meyer-Allee/Hussitenstraße,52.542465,13.383551,2025-07-20 17:06:38,Station (virtuell),Gustav-Meyer-Allee/Hussitenstraße,52.542465,13.383551,0.1,Station:Station
100924,2025-07-20 17:06:32,Station (virtuell),M Bernauer Straße/Wolliner Straße,52.539542,13.401644,2025-07-20 17:06:38,Station (virtuell),M Bernauer Straße/Wolliner Straße,52.539542,13.401644,0.1,Station:Station
17213,2025-07-20 17:06:32,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:06:38,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,0.1,Station:Station
18706,2025-07-20 17:06:43,Station (virtuell),S Köpenick (Süd),52.458373,13.579692,2025-07-20 17:06:49,Station (virtuell),S Köpenick (Süd),52.458373,13.579692,0.1,Station:Station
15282,2025-07-20 17:06:54,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:07:00,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,0.1,Station:Station
19551,2025-07-20 17:07:11,Station (virtuell),M Bernauer Straße/Wolliner Straße,52.539542,13.401644,2025-07-20 17:07:17,Station (virtuell),M Bernauer Straße/Wolliner Straße,52.539542,13.401644,0.1,Station:Station
17024,2025-07-20 17:07:17,Station (virtuell),Baumschulenstraße/Kiefholzstraße,52.465807,13.486999,2025-07-20 17:07:22,Station (virtuell),Baumschulenstraße/Kiefholzstraße,52.465807,13.486999,0.1,Station:Station
18475,2025-07-20 17:07:28,Station (physisch),Weinbergspark,52.532496,13.399335,2025-07-20 17:07:33,Station (physisch),Weinbergspark,52.532496,13.399335,0.1,Station:Station
16196,2025-07-20 17:07:39,Station (physisch),M Mauerpark,52.540802,13.404887,2025-07-20 17:07:44,Station (physisch),M Mauerpark,52.540802,13.404887,0.1,Station:Station
19372,2025-07-20 17:07:50,Station (physisch),Weinbergspark,52.532496,13.399335,2025-07-20 17:07:55,Station (physisch),Weinbergspark,52.532496,13.399335,0.1,Station:Station
19436,2025-07-20 17:08:12,Station (virtuell),Potsdamer Straße/Sigismundstraße,52.506578,13.36823,2025-07-20 17:08:18,Station (virtuell),Potsdamer Straße/Sigismundstraße,52.506578,13.36823,0.1,Station:Station
16129,2025-07-20 17:08:12,Station (virtuell),Schloßstraße/Spandauer Damm,52.519207,13.296003,2025-07-20 17:08:18,Station (virtuell),Schloßstraße/Spandauer Damm,52.519207,13.296003,0.1,Station:Station
19372,2025-07-20 17:08:07,Station (physisch),Weinbergspark,52.532496,13.399335,2025-07-20 17:08:29,Station (physisch),Weinbergspark,52.532496,13.399335,0.4,Station:Station
10376,2025-07-20 17:08:46,Station (physisch),M Mauerpark,52.540802,13.404887,2025-07-20 17:08:51,Station (physisch),M Mauerpark,52.540802,13.404887,0.1,Station:Station
16711,2025-07-20 17:08:57,Station (virtuell),Jelbi Huxleys Neue Welt (NEU/HU),52.486872,13.422317,2025-07-20 17:09:03,Station (virtuell),Jelbi Huxleys Neue Welt (NEU/HU),52.486872,13.422317,0.1,Station:Station
14351,2025-07-20 17:08:57,Station (virtuell),Oranienstraße/Luckauer Straße,52.503037,13.413475,2025-07-20 17:09:03,Station (virtuell),Oranienstraße/Luckauer Straße,52.503037,13.413475,0.1,Station:Station
17218,2025-07-20 17:08:57,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,2025-07-20 17:09:03,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,0.1,Station:Station
101183,2025-07-20 17:08:57,Station (virtuell),Oranienstraße/Luckauer Straße,52.503037,13.413475,2025-07-20 17:09:03,Station (virtuell),Oranienstraße/Luckauer Straße,52.503037,13.413475,0.1,Station:Station
19724,2025-07-20 17:09:08,Station (virtuell),EDEKA Viktoria-Luise-Straße,52.495304,13.341436,2025-07-20 17:09:14,Station (virtuell),EDEKA Viktoria-Luise-Straße,52.495304,13.341436,0.1,Station:Station
19372,2025-07-20 17:09:03,Station (physisch),Weinbergspark,52.532496,13.399335,2025-07-20 17:09:31,Station (physisch),Weinbergspark,52.532496,13.399335,0.5,Station:Station
17392,2025-07-20 17:09:31,Station (virtuell),Swinemünderstr.,52.54379,13.396969,2025-07-20 17:09:37,Freistehend,Flexzone,52.529818,13.433911,0.1,Station:Flexzone
10521,2025-07-20 17:08:18,Freistehend,außerhalb Flexzone,52.477618,13.421889,2025-07-20 17:09:42,Freistehend,außerhalb Flexzone,52.477618,13.421889,1.4,NoFlexzone:NoFlexzone
100395,2025-07-20 17:09:25,Station (virtuell),Jelbi Burgstraße/Friedrichsbrücke (MIT/FR),52.52119,13.40063,2025-07-20 17:09:53,Station (virtuell),Jelbi Burgstraße/Friedrichsbrücke (MIT/FR),52.52119,13.40063,0.5,Station:Station
19055,2025-07-20 17:09:48,Station (virtuell),Manfred-von-Richthofen-Straße/Loewenhardtdamm,52.478856,13.378172,2025-07-20 17:09:53,Station (virtuell),Manfred-von-Richthofen-Straße/Loewenhardtdamm,52.478856,13.378172,0.1,Station:Station
13138,2025-07-20 17:10:05,Station (virtuell),Prellerweg/Munsterdamm,52.459193,13.348265,2025-07-20 17:10:27,Station (virtuell),Prellerweg/Munsterdamm,52.459193,13.348265,0.4,Station:Station
100387,2025-07-20 17:10:27,Freistehend,Flexzone,52.514551,13.439034,2025-07-20 17:10:38,Freistehend,Flexzone,52.514484,13.438987,0.2,Flexzone:Flexzone
100121,2025-07-20 17:09:53,Freistehend,außerhalb Flexzone,52.477173,13.42182,2025-07-20 17:10:49,Freistehend,außerhalb Flexzone,52.477173,13.42182,0.9,NoFlexzone:NoFlexzone
19732,2025-07-20 17:10:55,Station (virtuell),Strandbad Plötzensee,52.541306,13.330278,2025-07-20 17:11:00,Station (virtuell),Strandbad Plötzensee,52.541306,13.330278,0.1,Station:Station
17452,2025-07-20 17:11:06,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:11:11,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,0.1,Station:Station
18205,2025-07-20 17:08:07,Freistehend,Flexzone,52.477329,13.421631,2025-07-20 17:11:11,Freistehend,Flexzone,52.477329,13.421631,3.1,Flexzone:Flexzone
17482,2025-07-20 17:11:28,Station (physisch),Potsdamer Str./Eichhornstr.,52.508957,13.371686,2025-07-20 17:11:34,Station (physisch),Potsdamer Str./Eichhornstr.,52.508957,13.371686,0.1,Station:Station
16053,2025-07-20 17:11:50,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,2025-07-20 17:11:56,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,0.1,Station:Station
100813,2025-07-20 17:12:01,Station (virtuell),Strandbad Wannsee,52.437789,13.179719,2025-07-20 17:12:07,Station (virtuell),Strandbad Wannsee,52.437789,13.179719,0.1,Station:Station
19598,2025-07-20 17:12:01,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:12:07,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,0.1,Station:Station
17452,2025-07-20 17:11:22,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:12:18,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,0.9,Station:Station
14351,2025-07-20 17:09:14,Station (virtuell),Oranienstraße/Luckauer Straße,52.503037,13.413475,2025-07-20 17:12:40,Station (virtuell),Jelbi Rio-Reiser-Platz (KRE/RI),52.499977,13.423202,3.4,Station:Station
101183,2025-07-20 17:09:14,Station (virtuell),Oranienstraße/Luckauer Straße,52.503037,13.413475,2025-07-20 17:12:40,Station (virtuell),Jelbi Rio-Reiser-Platz (KRE/RI),52.499977,13.423202,3.4,Station:Station
19885,2025-07-20 17:12:18,Station (virtuell),Munsterdamm (Sommerbad am Insulaner),52.4562,13.349192,2025-07-20 17:12:40,Station (virtuell),Munsterdamm (Sommerbad am Insulaner),52.4562,13.349192,0.4,Station:Station
19460,2025-07-20 17:12:57,Station (virtuell),Straße des 17. Juni/Müller-Breslau-Straße,52.512943,13.329967,2025-07-20 17:13:03,Station (virtuell),Straße des 17. Juni/Müller-Breslau-Straße,52.512943,13.329967,0.1,Station:Station
14014,2025-07-20 17:09:48,Station (virtuell),U Mehringdamm (Gneisenaustraße/Süd),52.492532,13.387818,2025-07-20 17:13:14,Freistehend,Flexzone,52.489836,13.382381,3.4,Station:Flexzone
100526,2025-07-20 17:09:42,Station (virtuell),Möckernstraße/Hornstraße,52.494423,13.379438,2025-07-20 17:13:25,Station (virtuell),S+U Yorckstraße (Süd),52.492776,13.368961,3.7,Station:Station
100716,2025-07-20 17:09:31,Station (virtuell),Möckernstraße/Hornstraße,52.494423,13.379438,2025-07-20 17:13:25,Station (virtuell),S+U Yorckstraße (Süd),52.492776,13.368961,3.9,Station:Station
19776,2025-07-20 17:06:04,Station (virtuell),S Hackescher Markt (Nord),52.523069,13.402521,2025-07-20 17:13:36,Station (virtuell),Fehrbelliner Straße/Weinbergsweg,52.533106,13.404085,7.5,Station:Station
17053,2025-07-20 17:13:31,Station (virtuell),Munsterdamm (Sommerbad am Insulaner),52.4562,13.349192,2025-07-20 17:13:36,Station (virtuell),Munsterdamm (Sommerbad am Insulaner),52.4562,13.349192,0.1,Station:Station
19777,2025-07-20 17:09:53,Freistehend,Flexzone,52.489924,13.42502,2025-07-20 17:13:36,Freistehend,Flexzone,52.49012,13.424931,3.7,Flexzone:Flexzone
15676,2025-07-20 17:10:05,Freistehend,außerhalb Flexzone,52.49896,13.443036,2025-07-20 17:13:36,Freistehend,außerhalb Flexzone,52.49896,13.443036,3.5,NoFlexzone:NoFlexzone
18149,2025-07-20 17:13:36,Station (virtuell),S Wollankstraße (Sternstraße),52.565752,13.390951,2025-07-20 17:13:42,Station (virtuell),S Wollankstraße (Sternstraße),52.565752,13.390951,0.1,Station:Station
10300,2025-07-20 17:13:19,Station (virtuell),Jelbi Platz des 18. März/Ahornsteig (TIE/PA),52.516026,13.375934,2025-07-20 17:13:48,Station (virtuell),Jelbi Platz des 18. März/Ahornsteig (TIE/PA),52.516026,13.375934,0.5,Station:Station
17792,2025-07-20 17:13:53,Station (virtuell),Kapelle-Ufer/Alexanderufer,52.523562,13.373848,2025-07-20 17:13:59,Station (virtuell),Kapelle-Ufer/Alexanderufer,52.523562,13.373848,0.1,Station:Station
17285,2025-07-20 17:14:16,Station (virtuell),U Mierendorffplatz (Habsburgergraben),52.526591,13.305956,2025-07-20 17:14:21,Station (virtuell),U Mierendorffplatz (Habsburgergraben),52.526591,13.305956,0.1,Station:Station
17331,2025-07-20 17:14:27,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,2025-07-20 17:14:33,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,0.1,Station:Station
18782,2025-07-20 17:09:31,Station (virtuell),Jelbi S+U Alexanderplatz/Grunerstraße (MIT/AG),52.520232,13.413502,2025-07-20 17:14:33,Station (virtuell),M Mollstraße/Otto-Braun-Straße (Ost),52.524806,13.420199,5.0,Station:Station
19055,2025-07-20 17:10:05,Station (virtuell),Manfred-von-Richthofen-Straße/Loewenhardtdamm,52.478856,13.378172,2025-07-20 17:14:44,Freistehend,Flexzone,52.474716,13.366774,4.7,Station:Flexzone
16703,2025-07-20 17:14:38,Station (virtuell),Simon-Dach-Straße/Frankfurter Allee,52.514964,13.460124,2025-07-20 17:14:44,Station (virtuell),Simon-Dach-Straße/Frankfurter Allee,52.514964,13.460124,0.1,Station:Station
19447,2025-07-20 17:14:38,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,2025-07-20 17:14:44,Station (virtuell),U Rathaus Neukölln (Schönstedtstraße),52.482101,13.433844,0.1,Station:Station
18090,2025-07-20 17:13:59,Freistehend,Flexzone,52.505867,13.463587,2025-07-20 17:15:06,Freistehend,Flexzone,52.505867,13.463587,1.1,Flexzone:Flexzone
16514,2025-07-20 17:15:00,Station (virtuell),Lehrter Straße (51),52.534733,13.358415,2025-07-20 17:15:06,Station (virtuell),Lehrter Straße (51),52.534733,13.358415,0.1,Station:Station
17915,2025-07-20 17:09:20,Station (virtuell),VRAO 24 - Mohrenstraße/Markgrafenstraße (Abstellfläche-Mikromobilität),52.512388,13.39324,2025-07-20 17:15:23,Station (virtuell),U Spittelmarkt (West),52.511239,13.402258,6.0,Station:Station
100021,2025-07-20 17:06:27,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:15:45,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,9.3,Station:Station
17224,2025-07-20 17:09:20,Station (virtuell),VRAO 24 - Mohrenstraße/Markgrafenstraße (Abstellfläche-Mikromobilität),52.512388,13.39324,2025-07-20 17:15:45,Station (virtuell),U Spittelmarkt (West),52.511239,13.402258,6.4,Station:Station
19800,2025-07-20 17:06:32,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:15:56,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,9.4,Station:Station
15332,2025-07-20 17:11:22,Station (virtuell),M Knaackstraße/Prenzlauer Allee,52.533607,13.420631,2025-07-20 17:16:07,Station (virtuell),M Knaackstraße/Prenzlauer Allee,52.533607,13.420631,4.8,Station:Station
18012,2025-07-20 17:09:53,Station (virtuell),Köpenicker Straße/Audre-Lorde-Straße,52.505854,13.432104,2025-07-20 17:16:07,Station (physisch),Koppenstraße,52.51487,13.435484,6.2,Station:Station
17218,2025-07-20 17:09:14,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,2025-07-20 17:16:07,Station (virtuell),EDEKA Hennig (Lehrter Straße),52.531554,13.361441,6.9,Station:Station
17213,2025-07-20 17:06:49,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:16:07,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,9.3,Station:Station
15449,2025-07-20 17:06:38,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:16:41,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,10.1,Station:Station
15498,2025-07-20 17:06:49,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,2025-07-20 17:16:52,Station (virtuell),Jelbi Rathausstraße/Poststraße (MIT/RP),52.51748,13.40509,10.1,Station:Station
17839,2025-07-20 17:10:38,Station (virtuell),VRAO 64 - Görlitzer Straße/Falckensteinstraße (Abstellfläche Mikromobilität),52.496705,13.440249,2025-07-20 17:17:03,Station (physisch),Wildenbruchplatz,52.485126,13.444498,6.4,Station:Station
19786,2025-07-20 17:06:21,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,2025-07-20 17:17:03,Station (virtuell),Perleberger Straße/Birkenstraße,52.530758,13.346719,10.7,Station:Station
16326,2025-07-20 17:07:55,Station (physisch),M Mauerpark,52.540802,13.404887,2025-07-20 17:17:14,Station (virtuell),Stargarder Straße 5 (Abstellfläche-Mikromobilität),52.54748,13.415071,9.3,Station:Station
19294,2025-07-20 17:09:53,Station (physisch),**S Ostbahnhof,52.509822,13.433468,2025-07-20 17:17:26,Station (virtuell),U Märkisches Museum (Ost),52.512765,13.411871,7.5,Station:Station
14885,2025-07-20 17:17:54,Station (virtuell),Köpenicker Chausee (Klingenbergbrücke),52.485973,13.498382,2025-07-20 17:17:59,Station (virtuell),Köpenicker Chausee (Klingenbergbrücke),52.485973,13.498382,0.1,Station:Station
18628,2025-07-20 17:12:52,Station (virtuell),Jelbi Potsdamer Platz/Gabriele-Tergit-Promenade (MIT/PG),52.508286,13.376653,2025-07-20 17:18:11,Station (virtuell),Jelbi Potsdamer Platz/Gabriele-Tergit-Promenade (MIT/PG),52.508286,13.376653,5.3,Station:Station
15034,2025-07-20 17:18:05,Station (physisch),U Weberwiese,52.516616,13.443253,2025-07-20 17:18:11,Station (physisch),U Weberwiese,52.516616,13.443253,0.1,Station:Station
101102,2025-07-20 17:18:05,Station (virtuell),Jelbi Lichtensteinallee/Café am Neuen See (TIE/LI),52.5108,13.3453,2025-07-20 17:18:11,Station (virtuell),Jelbi Lichtensteinallee/Café am Neuen See (TIE/LI),52.5108,13.3453,0.1,Station:Station
15456,2025-07-20 17:18:16,Station (virtuell),Jelbi U Mierendorffplatz (CHA/MI),52.525534,13.304658,2025-07-20 17:18:22,Station (virtuell),Jelbi U Mierendorffplatz (CHA/MI),52.525534,13.304658,0.1,Station:Station
18268,2025-07-20 17:18:16,Station (virtuell),Fasanenstraße/Hertzallee,52.510201,13.330058,2025-07-20 17:18:22,Station (virtuell),Fasanenstraße/Hertzallee,52.510201,13.330058,0.1,Station:Station
16196,2025-07-20 17:07:55,Station (physisch),M Mauerpark,52.540802,13.404887,2025-07-20 17:18:22,Station (virtuell),Stargarder Straße 5 (Abstellfläche-Mikromobilität),52.54748,13.415071,10.4,Station:Station
15771,2025-07-20 17:18:27,Station (physisch),U Prinzenstraße,52.497411,13.405658,2025-07-20 17:18:33,Station (physisch),U Prinzenstraße,52.497411,13.405658,0.1,Station:Station
19406,2025-07-20 17:18:38,Station (virtuell),virtuell - S Treptower Park (Puschkinallee/Elsenstraße),52.49278,13.460247,2025-07-20 17:18:44,Station (virtuell),virtuell - S Treptower Park (Puschkinallee/Elsenstraße),52.49278,13.460247,0.1,Station:Station
14121,2025-07-20 17:18:38,Station (virtuell),Reichenberger Straße/Ratiborstraße,52.492893,13.438919,2025-07-20 17:18:44,Station (virtuell),Reichenberger Straße/Ratiborstraße,52.492893,13.438919,0.1,Station:Station
15456,2025-07-20 17:18:33,Station (virtuell),Jelbi U Mierendorffplatz (CHA/MI),52.525534,13.304658,2025-07-20 17:18:55,Station (virtuell),Jelbi U Mierendorffplatz (CHA/MI),52.525534,13.304658,0.4,Station:Station
19460,2025-07-20 17:13:14,Station (virtuell),Straße des 17. Juni/Müller-Breslau-Straße,52.512943,13.329967,2025-07-20 17:19:06,Station (virtuell),Warburgzeile/Otto-Suhr-Allee,52.516424,13.310291,5.9,Station:Station
19872,2025-07-20 17:19:01,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,2025-07-20 17:19:06,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,0.1,Station:Station
19633,2025-07-20 17:12:18,Station (virtuell),S Schöneweide (Schnellerstraße),52.456353,13.510432,2025-07-20 17:19:06,Station (virtuell),Köpenicker Landstraße/Schnellerstraße,52.464269,13.498091,6.8,Station:Station
19654,2025-07-20 17:19:01,Station (virtuell),**DB Mobility Hub S Südkreuz (EDEKA Südkreuz/Lotte-Laserstein-Straße),52.475324,13.364187,2025-07-20 17:19:06,Station (virtuell),**DB Mobility Hub S Südkreuz (EDEKA Südkreuz/Lotte-Laserstein-Straße),52.475324,13.364187,0.1,Station:Station
10575,2025-07-20 17:09:48,Station (physisch),U Nollendorfplatz (EDEKA),52.498955,13.354408,2025-07-20 17:19:06,Station (physisch),Rathaus Schöneberg,52.48543,13.344001,9.3,Station:Station
18294,2025-07-20 17:19:12,Station (physisch),Breite Straße,52.515769,13.402946,2025-07-20 17:19:18,Station (physisch),Breite Straße,52.515769,13.402946,0.1,Station:Station
100813,2025-07-20 17:12:18,Station (virtuell),Strandbad Wannsee,52.437789,13.179719,2025-07-20 17:19:18,Station (virtuell),S Nikolaisee (West),52.431429,13.192702,7.0,Station:Station
18832,2025-07-20 17:06:49,Station (virtuell),Gustav-Meyer-Allee/Hussitenstraße,52.542465,13.383551,2025-07-20 17:19:40,Station (virtuell),VRAO 89 Malplaquetstraße/Nazarethkirchstraße (Abstellfläche Mikromobilität),52.549528,13.361896,12.8,Station:Station
17282,2025-07-20 17:19:34,Station (virtuell),S+U Eberswalder Straße (Süd),52.540188,13.4117,2025-07-20 17:19:40,Station (virtuell),S+U Eberswalder Straße (Süd),52.540188,13.4117,0.1,Station:Station
18108,2025-07-20 17:15:34,Station (virtuell),Jelbi Hasenheide/Graefestraße (KRE/HA),52.488406,13.414103,2025-07-20 17:19:51,Station (virtuell),Jelbi Huxleys Neue Welt (NEU/HU),52.486872,13.422317,4.3,Station:Station
15520,2025-07-20 17:19:57,Station (physisch),Sonnenallee/Treptower Straße,52.47755,13.448826,2025-07-20 17:20:02,Station (physisch),Sonnenallee/Treptower Straße,52.47755,13.448826,0.1,Station:Station
14084,2025-07-20 17:07:33,Station (virtuell),EDEKA Schnelle (Alt-Stralau),52.496545,13.466883,2025-07-20 17:20:53,Station (physisch),**Helsingforser Platz (S Warschauer Straße),52.507848,13.449569,13.3,Station:Station
16711,2025-07-20 17:09:14,Station (virtuell),Jelbi Huxleys Neue Welt (NEU/HU),52.486872,13.422317,2025-07-20 17:21:04,Station (virtuell),EDEKA Brehm (U Schönleinstraße),52.494432,13.42098,11.8,Station:Station
100304,2025-07-20 17:20:25,Station (virtuell),Jelbi Am Lustgarten (MIT/LU),52.51863,13.40059,2025-07-20 17:21:04,Station (virtuell),Jelbi Am Lustgarten (MIT/LU),52.51863,13.40059,0.7,Station:Station
16768,2025-07-20 17:09:37,Station (virtuell),Hagenplatz,52.484015,13.267205,2025-07-20 17:21:04,Station (virtuell),Hohenzollerndamm/Cunostraße,52.485861,13.297051,11.4,Station:Station
15520,2025-07-20 17:20:13,Station (physisch),Sonnenallee/Treptower Straße,52.47755,13.448826,2025-07-20 17:21:16,Station (physisch),Sonnenallee/Treptower Straße,52.47755,13.448826,1.1,Station:Station
10431,2025-07-20 17:06:27,Station (virtuell),Oranienburger Straße/Auguststraße,52.525713,13.390295,2025-07-20 17:21:16,Station (virtuell),Jelbi S+U Jannowitzbrücke/Holzmarktstraße (MIT/TRI),52.513611,13.422223,14.8,Station:Station
16514,2025-07-20 17:15:17,Station (virtuell),Lehrter Straße (51),52.534733,13.358415,2025-07-20 17:21:16,Station (virtuell),U Reinickendorfer Straße (Fennstraße),52.540887,13.368448,6.0,Station:Station
100858,2025-07-20 17:12:35,Station (virtuell),S Bellevue (Nord),52.52025,13.347528,2025-07-20 17:21:16,Station (virtuell),Turmstraße/Oldenburger Straße,52.526981,13.335377,8.7,Station:Station
19187,2025-07-20 17:21:22,Station (virtuell),Reichenberger Straße/Ratiborstraße,52.492893,13.438919,2025-07-20 17:21:28,Station (virtuell),Reichenberger Straße/Ratiborstraße,52.492893,13.438919,0.1,Station:Station
100796,2025-07-20 17:21:28,Station (virtuell),Jelbi Alte Schönhauser Straße/Linienstraße (MIT/LI),52.528029,13.408953,2025-07-20 17:21:39,Station (physisch),S Nordbahnhof,52.531905,13.38797,0.2,Station:Station
17359,2025-07-20 17:21:33,Station (virtuell),U Franz-Neumann-Platz,52.564306,13.36375,2025-07-20 17:21:39,Station (virtuell),U Franz-Neumann-Platz,52.564306,13.36375,0.1,Station:Station
16045,2025-07-20 17:21:33,Station (physisch),Jelbi S+U Zoologischer Garten/Hardenbergplatz (CHA/HA),52.506606,13.332945,2025-07-20 17:21:39,Station (physisch),Jelbi S+U Zoologischer Garten/Hardenbergplatz (CHA/HA),52.506606,13.332945,0.1,Station:Station
15505,2025-07-20 17:20:59,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:21:39,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,0.7,Station:Station
19058,2025-07-20 17:21:44,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:21:50,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,0.1,Station:Station
14292,2025-07-20 17:16:46,Station (virtuell),Birkenstraße/Wilsnacker Straße,52.529766,13.351296,2025-07-20 17:22:01,Station (virtuell),S Bellevue (Nord),52.52025,13.347528,5.2,Station:Station
18593,2025-07-20 17:06:38,Freistehend,Flexzone,52.499778,13.400456,2025-07-20 17:22:01,Freistehend,Flexzone,52.499778,13.400456,15.4,Flexzone:Flexzone
15603,2025-07-20 17:18:55,Station (physisch),S Sonnenallee,52.474241,13.455552,2025-07-20 17:22:01,Station (virtuell),Weserstaße (93),52.4787,13.450549,3.1,Station:Station
19462,2025-07-20 17:06:38,Freistehend,außerhalb Flexzone,52.522893,13.40145,2025-07-20 17:22:01,Freistehend,außerhalb Flexzone,52.522893,13.40145,15.4,NoFlexzone:NoFlexzone
14746,2025-07-20 17:21:16,Freistehend,außerhalb Flexzone,52.500316,13.47434,2025-07-20 17:22:01,Freistehend,außerhalb Flexzone,52.500316,13.47434,0.8,NoFlexzone:NoFlexzone
19598,2025-07-20 17:12:18,Station (virtuell),**Jelbi S+U Hauptbahnhof/Washingtonplatz (MOA/HW),52.52369,13.37076,2025-07-20 17:22:23,Station (virtuell),Jelbi Charitéplatz (MIT/CP),52.524341,13.376855,10.1,Station:Station
16739,2025-07-20 17:12:35,Station (virtuell),Steifensandstraße/Witzlebenstraße,52.508866,13.293818,2025-07-20 17:22:23,Station (virtuell),U Ernst-Reuter-Platz (Süd),52.51175,13.321528,9.8,Station:Station
100716,2025-07-20 17:22:29,Station (virtuell),S+U Yorckstraße (Süd),52.492776,13.368961,2025-07-20 17:22:35,Station (virtuell),S+U Yorckstraße (Süd),52.492776,13.368961,0.1,Station:Station
16418,2025-07-20 17:18:55,Station (physisch),S Sonnenallee,52.474241,13.455552,2025-07-20 17:22:35,Station (virtuell),Weserstaße (93),52.4787,13.450549,3.7,Station:Station
14693,2025-07-20 17:22:52,Station (virtuell),Minna-Flake-Platz,52.549044,13.424748,2025-07-20 17:22:57,Station (virtuell),Minna-Flake-Platz,52.549044,13.424748,0.1,Station:Station
16688,2025-07-20 17:23:03,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,2025-07-20 17:23:08,Station (physisch),**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),52.525905,13.368661,0.1,Station:Station
13049,2025-07-20 17:13:53,Station (virtuell),Werrastraße/Truseweg,52.482039,13.447008,2025-07-20 17:23:08,Station (virtuell),virtuell - S Treptower Park (Puschkinallee/Elsenstraße),52.49278,13.460247,9.2,Station:Station
