timestamp,station_name,event_type,duration_seconds,booked_bikes_entry,booked_bikes_exit,available_bikes_before,available_bikes_after,bikes_available_to_rent,bike_racks,free_racks,special_racks
2025-07-20T17:49:27,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,17,14,14,4,0,0
2025-07-20T17:49:27,Jelbi U Rosenthaler Platz Nord (MIT/RN),not_booked:bike_taken,0,0,0,5,2,2,6,4,0
2025-07-20T17:49:27,VRAO 37 - Altonaer Straße (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,2,1,1,6,5,0
2025-07-20T17:49:27,U Kochstraße,not_booked:bike_taken,0,0,0,2,1,1,9,8,0
2025-07-20T17:49:27,Ludwigkirchplatz/Pfalzburger Straße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,Peter-Strasser-Weg (Tempelhofer Feld West),not_booked:bike_taken,0,0,0,11,10,10,4,0,0
2025-07-20T17:49:27,**S Ostbahnhof,not_booked:bike_taken,0,0,0,2,1,1,13,12,0
2025-07-20T17:49:27,VRAO 20 - Boxhagener Platz/Südwest (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,2,1,1,6,5,0
2025-07-20T17:49:27,Tucholskystraße,not_booked:bike_taken,0,0,0,2,1,1,20,19,0
2025-07-20T17:49:27,Jelbi S+U Potsdamer Platz/A.-Hauschner-Straße (TIE/PO),not_booked:bike_taken,0,0,0,4,3,3,15,12,0
2025-07-20T17:49:27,U Schlesisches Tor (Ost),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,**Helsingforser Platz (S Warschauer Straße),not_booked:bike_taken,0,0,0,12,10,10,12,2,0
2025-07-20T17:49:27,virtuell - S Treptower Park (Puschkinallee/Elsenstraße),not_booked:bike_taken,0,0,0,4,3,3,5,1,0
2025-07-20T17:49:27,Jelbi U Rosenthaler Platz Nord (MIT/RN),not_booked:bike_taken,0,0,0,5,2,2,6,4,0
2025-07-20T17:49:27,Schwedter Straße (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,5,3,3,6,3,0
2025-07-20T17:49:27,S Messe Nord / ICC (Wundtstraße),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,Jelbi S+U Potsdamer Platz/A.-Hauschner-Straße (TIE/PO),not_booked:bike_taken,0,0,0,4,3,3,15,12,0
2025-07-20T17:49:27,Weißer See (Indira-Gandhi-Straße),not_booked:bike_taken,0,0,0,4,3,3,4,1,0
2025-07-20T17:49:27,Hermann-Hesse-Straße/Waldstraße,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:49:27,Jelbi U Bülowstraße (SCH/BU),not_booked:bike_taken,0,0,0,5,4,4,6,1,0
2025-07-20T17:49:27,**Helsingforser Platz (S Warschauer Straße),not_booked:bike_taken,0,0,0,12,10,10,12,2,0
2025-07-20T17:49:27,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,17,14,14,4,0,0
2025-07-20T17:49:27,Schönhauser Allee/Saarbrücker Straße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,U Frankfurter Tor,not_booked:bike_taken,0,0,0,3,1,1,16,15,0
2025-07-20T17:49:27,Jelbi Rummelsburger Platz (FHA/RP),not_booked:bike_taken,0,0,0,5,4,4,8,4,0
2025-07-20T17:49:27,Jelbi U Rosenthaler Platz Nord (MIT/RN),not_booked:bike_taken,0,0,0,5,2,2,6,4,0
2025-07-20T17:49:27,Reichenberger Straße/Ratiborstraße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,Sickingenstr.,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,**S Ostbahnhof,not_booked:bike_taken,0,0,0,2,1,1,13,12,0
2025-07-20T17:49:27,U Prinzenstraße,not_booked:bike_taken,0,0,0,20,19,19,12,0,0
2025-07-20T17:49:27,S+U Neukölln,not_booked:bike_taken,0,0,0,3,1,1,8,7,0
2025-07-20T17:49:27,Tieckstraße,not_booked:bike_taken,0,0,0,2,1,1,11,9,0
2025-07-20T17:49:27,EDEKA Schaaf (Schillingstraße),not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:49:27,EDEKA Schaaf (Schillingstraße),not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:49:27,Jelbi Charité-Campus Virchow-Klinikum/Forum (WED/FO),not_booked:bike_taken,0,0,0,3,1,1,8,7,0
2025-07-20T17:49:27,VRAO 30 - Friedrichsstraße/Schützenstraße/Ost (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,3,2,2,6,4,0
2025-07-20T17:49:27,Oderbergerstraße 1 (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,4,3,3,6,3,0
2025-07-20T17:49:27,Schwedter Straße (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,5,3,3,6,3,0
2025-07-20T17:49:27,Aristotelessteig (6),not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:49:27,Jelbi U Nollendorfplatz/Kleiststraße (SCH/UN),not_booked:bike_taken,0,0,0,10,9,9,6,0,0
2025-07-20T17:49:27,EDEKA Schloßstraße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:49:27,S+U Alexanderplatz (Dircksenstraße),not_booked:bike_taken,0,0,0,4,3,3,13,10,0
2025-07-20T17:49:27,Müller-Breslau-Straße (Schleusenkrug),not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:49:27,Schwedter Straße (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,5,3,3,6,3,0
2025-07-20T17:49:27,EDEKA S Greifwalder Straße (West),not_booked:bike_taken,0,0,0,4,3,3,4,1,0
2025-07-20T17:49:27,U Märkisches Museum,not_booked:bike_taken,0,0,0,2,1,1,12,11,0
2025-07-20T17:49:27,Jelbi U Gleisdreieck (KRE/GLD),not_booked:bike_taken,0,0,0,4,2,2,10,8,0
2025-07-20T17:49:27,Willibald-Alexis-Straße/Chamissoplatz,not_booked:bike_taken,0,0,0,4,3,3,4,1,0
2025-07-20T17:49:27,Jelbi U Südstern/Fontanepromenade (KRE/SUE),not_booked:bike_taken,0,0,0,2,1,1,7,6,0
2025-07-20T17:49:27,U Frankfurter Tor,not_booked:bike_taken,0,0,0,3,1,1,16,15,0
2025-07-20T17:49:27,**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),not_booked:bike_taken,0,0,0,10,9,9,28,18,0
2025-07-20T17:49:27,S+U Neukölln,not_booked:bike_taken,0,0,0,3,1,1,8,7,0
2025-07-20T17:49:27,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,17,14,14,4,0,0
2025-07-20T17:49:27,Potsdamer Straße/Sigismundstraße,not_booked:bike_taken,0,0,0,2,1,1,6,5,0
2025-07-20T17:49:27,Jelbi Grünberger Straße/Simon-Dach-Straße (FHA/GS),not_booked:bike_taken,0,0,0,2,1,1,8,7,0
2025-07-20T17:49:27,Jelbi Memhardstraße/Rosa-Luxemburg-Straße (MIT/ME),not_booked:bike_taken,0,0,0,4,3,3,8,5,0
2025-07-20T17:49:27,Jelbi U Gleisdreieck (KRE/GLD),not_booked:bike_taken,0,0,0,4,2,2,10,8,0
2025-07-20T17:49:56,U Samariterstraße,not_booked:bike_taken,0,0,0,9,8,8,9,1,0
2025-07-20T17:50:08,Jelbi S+U Potsdamer Platz/A.-Hauschner-Straße (TIE/PO),not_booked:bike_taken,0,0,0,3,2,2,15,13,0
2025-07-20T17:50:08,U Schwartzkopffstraße,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:50:38,Jelbi Bebelplatz (MIT/BB),booked:bike_taken,71,1,0,5,4,4,6,2,0
2025-07-20T17:50:25,U Samariterstraße,not_booked:bike_taken,0,0,0,8,7,7,9,2,0
2025-07-20T17:50:38,U Schwartzkopffstraße,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:50:38,S+U Jannowitzbrücke,not_booked:bike_taken,0,0,0,2,1,1,14,13,0
2025-07-20T17:55:37,S Ostbahnhof (Nordost),booked:not_taken,370,1,0,1,1,1,5,4,0
2025-07-20T17:55:37,Neue Bahnhofstraße/Boxhagener Straße (Süd),booked:not_taken,1079,1,0,1,1,1,4,3,0
2025-07-20T17:55:37,Berthelsdorfer Straße/Richardstraße,booked:bike_taken,347,1,0,2,1,1,4,3,0
2025-07-20T17:55:37,S+U Gesundbrunnen (Nordost),booked:bike_taken,370,1,0,3,2,2,4,2,0
2025-07-20T17:55:37,VRAO 21 - Boxhagener Platz/Nordwest (Abstellfläche-Mikromobilität),booked:not_taken,370,1,0,1,1,1,4,3,0
2025-07-20T17:50:49,Katzbachstraße,not_booked:bike_taken,0,0,0,4,3,3,15,12,0
2025-07-20T17:55:37,M Kopernikusstraße/Warschauer Straße (Nord),not_booked:bike_taken,0,0,0,3,1,1,4,2,0
2025-07-20T17:55:37,Görlitzer Straße (Landwehrkanal),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:55:37,S Friedrichsfelde Ost,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:55:37,Quitzowstr.,not_booked:bike_taken,0,0,0,6,5,5,5,0,0
2025-07-20T17:55:37,EDEKA Ungefroren (Fischerinsel),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:55:37,EDEKA Ungefroren (Fischerinsel),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T17:55:37,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,14,10,10,4,0,0
2025-07-20T17:55:37,Karl-Marx Allee,not_booked:bike_taken,0,0,0,11,9,9,16,7,0
2025-07-20T17:55:37,Jelbi U Alexanderplatz/Bernhard-Weiß-Straße (MIT/AB),not_booked:bike_taken,0,0,0,3,2,2,8,6,0
2025-07-20T17:55:37,**Jelbi S+U Hauptbahnhof/Europaplatz West (MOA/EW),not_booked:bike_taken,0,0,0,9,8,8,28,19,0
2025-07-20T17:55:37,Teufelsseechaussee (Parkplatz),not_booked:bike_taken,0,0,0,12,10,10,4,0,0
2025-07-20T17:55:37,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,14,10,10,4,0,0
2025-07-20T17:55:37,U Prinzenstraße,not_booked:bike_taken,0,0,0,19,17,17,12,0,0
2025-07-20T17:55:37,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,14,10,10,4,0,0
2025-07-20T17:55:37,Teufelsseechaussee (Parkplatz),not_booked:bike_taken,0,0,0,12,10,10,4,0,0
2025-07-20T17:55:37,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,14,10,10,4,0,0
2025-07-20T17:55:37,U Prinzenstraße,not_booked:bike_taken,0,0,0,19,17,17,12,0,0
2025-07-20T17:55:37,U Prinzenstraße,not_booked:bike_taken,0,0,0,19,17,17,12,0,0
2025-07-20T17:55:37,U Prinzenstraße,not_booked:bike_taken,0,0,0,19,17,17,12,0,0
2025-07-20T17:55:37,Karl-Marx Allee,not_booked:bike_taken,0,0,0,11,9,9,16,7,0
2025-07-20T17:55:37,Jelbi Burgstraße/Friedrichsbrücke (MIT/FR),not_booked:bike_taken,0,0,0,10,9,9,18,9,0
2025-07-20T17:55:37,Jelbi Potsdamer Platz/Gabriele-Tergit-Promenade (MIT/PG),not_booked:bike_taken,0,0,0,2,1,1,6,5,0
2025-07-20T17:55:37,Stargarder Straße 5 (Abstellfläche-Mikromobilität),not_booked:bike_taken,0,0,0,2,1,1,6,5,0
2025-07-20T17:55:37,Jelbi Rathausstraße/Berliner Fernsehturm (MIT/RB),not_booked:bike_taken,0,0,0,6,5,5,8,3,0
2025-07-20T17:55:37,Mühlendamm/Spreeufer,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T17:55:37,M Kopernikusstraße/Warschauer Straße (Nord),not_booked:bike_taken,0,0,0,3,1,1,4,2,0
2025-07-20T17:55:37,Jelbi Bebelplatz (MIT/BB),not_booked:bike_taken,0,0,0,4,3,3,6,3,0
2025-07-20T18:11:15,Neue Hochstraße,booked:not_taken,1308,1,0,1,2,2,14,12,0
2025-07-20T18:11:15,U Frankfurter Tor,booked:not_taken,938,1,0,2,1,1,16,15,0
2025-07-20T18:11:15,Hauptstraße/Emma-Ihrer-Straße,booked:not_taken,1308,1,0,1,1,1,10,9,0
2025-07-20T18:11:15,S Treptower Park,booked:bike_taken,1308,1,0,2,1,1,5,4,0
2025-07-20T18:11:15,Jelbi S+U Zoologischer Garten/Joachimsthaler Str. (CHA/JO),booked:not_taken,938,1,0,1,1,1,15,14,0
2025-07-20T18:11:15,Peter-Strasser-Weg (Tempelhofer Feld West),booked:bike_taken,938,1,0,10,5,5,4,0,0
2025-07-20T18:11:15,Paul-Heyse-Straße/Danziger Straße,booked:not_taken,1308,1,0,2,2,2,4,2,0
2025-07-20T18:11:15,S Bundesplatz (Süd),booked:not_taken,1308,1,0,1,1,1,4,3,0
2025-07-20T18:11:15,Simon-Dach-Straße/Frankfurter Allee,booked:bike_taken,938,4,0,6,2,2,4,2,0
2025-07-20T18:11:15,Nestorstraße/Kurfürstendamm,booked:bike_taken,938,1,0,2,1,1,4,3,0
2025-07-20T18:11:15,Krügerstraße/Kuglerstraße,booked:bike_taken,938,1,0,2,1,1,4,3,0
2025-07-20T18:11:15,VRAO 35 - Waldstraße (Mikromobilitätsabstellfläche),booked:bike_taken,1303,1,0,2,1,1,6,5,0
2025-07-20T18:11:15,Rennbahnstraße/Roelckestraße,booked:bike_taken,1308,1,0,2,1,1,4,3,0
2025-07-20T18:11:15,Alte Jakobstraße/Franz-Künstler-Straße,booked:not_taken,1308,3,0,3,3,3,4,0,0
2025-07-20T18:11:15,Berthelsdorfer Straße/Donaustraße,booked:bike_taken,938,2,0,3,1,1,4,3,0
2025-07-20T18:11:15,S Köpenick (Süd),booked:bike_taken,1308,1,0,2,1,1,6,5,0
2025-07-20T18:11:15,Ingrid-Reschke-Straße/Ulrich-Plenzdorf-Straße,booked:not_taken,2369,1,0,1,1,1,4,3,0
2025-07-20T18:11:15,Jelbi Zimmerstraße/Wilhelmstraße (MIT/ZW),booked:not_taken,1308,1,0,2,3,3,4,1,0
2025-07-20T18:11:15,Adalbertstraße (Adalbertbrücke),booked:not_taken,1308,1,0,1,1,1,4,3,0
2025-07-20T18:11:15,Jelbi U Kottbusser Tor/Zentrum Kreuzberg (KRE/KO),booked:not_taken,1226,1,0,3,3,3,12,8,0
2025-07-20T18:11:15,Jelbi U Kottbusser Tor/Zentrum Kreuzberg (KRE/KO),booked:not_taken,938,2,0,3,3,3,12,8,0
2025-07-20T18:11:15,Jelbi U Görlitzer Bahnhof/Manteuffelstraße (KRE/GM),booked:not_taken,1308,1,0,1,1,1,11,9,0
2025-07-20T17:55:43,Marie-Curie-Allee/Münsterlandstraße,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:15,S Nöldnerplatz ,not_booked:bike_taken,0,0,0,12,10,10,15,5,0
2025-07-20T18:11:15,Fasanenstraße/Hertzallee,not_booked:bike_taken,0,0,0,12,11,11,4,0,0
2025-07-20T18:11:15,**DB Mobility Hub S Südkreuz (EDEKA Südkreuz/Lotte-Laserstein-Straße),not_booked:bike_taken,0,0,0,3,2,2,8,6,0
2025-07-20T18:11:15,M Bernauer Straße/Wolliner Straße,not_booked:bike_taken,0,0,0,5,1,1,4,3,0
2025-07-20T18:11:15,U Rathaus Neukölln (Boddinstraße),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:15,Aristide-Briand-Brücke (Kurt-Schumacher-Damm),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,EDEKA Urbschat (U Siemensdamm),not_booked:bike_taken,0,0,0,6,5,5,4,0,0
2025-07-20T18:11:15,U Weinmeisterstraße/Gormannstraße,not_booked:bike_taken,0,0,0,6,2,2,20,18,0
2025-07-20T18:11:15,U Kurt-Schumacher-Platz (West),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,U Frankfurter Tor,not_booked:bike_taken,0,0,0,2,1,1,16,15,0
2025-07-20T18:11:15,Rathenaustraße/Slabystraße,not_booked:bike_taken,0,0,0,4,3,3,4,1,0
2025-07-20T18:11:15,Jelbi Rathausstraße/Berliner Fernsehturm (MIT/RB),not_booked:bike_taken,0,0,0,5,3,3,8,5,0
2025-07-20T18:11:15,Geschwister Scholl Str.,not_booked:bike_taken,0,0,0,5,3,3,33,29,0
2025-07-20T18:11:15,Grimmstraße,not_booked:bike_taken,0,0,0,3,2,2,12,10,0
2025-07-20T18:11:15,U Weinmeisterstraße/Gormannstraße,not_booked:bike_taken,0,0,0,6,2,2,20,18,0
2025-07-20T18:11:15,Jelbi Burgstraße/Friedrichsbrücke (MIT/FR),not_booked:bike_taken,0,0,0,9,7,7,18,11,0
2025-07-20T18:11:15,virtuell – Skalitzer Straße/Erkelenzdamm,not_booked:bike_taken,0,0,0,3,2,2,4,1,0
2025-07-20T18:11:15,Wrangelstraße/Mariannenplatz,not_booked:bike_taken,0,0,0,5,3,3,4,1,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:15,Jelbi U Kottbusser Tor/Reichenberger Straße (KRE/KR),not_booked:bike_taken,0,0,0,2,1,1,12,11,0
2025-07-20T18:11:15,Nalepastraße (Funkhaus),not_booked:bike_taken,0,0,0,9,8,8,4,0,0
2025-07-20T18:11:15,EDEKA Siegler (Richard-von-Weizsäcker-Platz),not_booked:bike_taken,0,0,0,9,8,8,4,0,0
2025-07-20T18:11:15,Jelbi Gertrud-Kolmar-Straße/Hannah-Arendt-Straße (MIT/GE),not_booked:bike_taken,0,0,0,7,3,3,10,7,0
2025-07-20T18:11:15,Geschwister Scholl Str.,not_booked:bike_taken,0,0,0,5,3,3,33,29,0
2025-07-20T18:11:15,Jelbi Gertrud-Kolmar-Straße/Hannah-Arendt-Straße (MIT/GE),not_booked:bike_taken,0,0,0,7,3,3,10,7,0
2025-07-20T18:11:15,Jelbi S Storkower Straße (PRE/STO),not_booked:bike_taken,0,0,0,2,1,1,7,6,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:15,U Schwartzkopffstraße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Sportplatz Emdener Straße,not_booked:bike_taken,0,0,0,2,1,1,5,4,0
2025-07-20T18:11:15,Jelbi Gertrud-Kolmar-Straße/Hannah-Arendt-Straße (MIT/GE),not_booked:bike_taken,0,0,0,7,3,3,10,7,0
2025-07-20T18:11:15,Wrangelstraße/Mariannenplatz,not_booked:bike_taken,0,0,0,5,3,3,4,1,0
2025-07-20T18:11:15,Jelbi S+U Zoologischer Garten/Hardenbergplatz (CHA/HA),not_booked:bike_taken,0,0,0,5,2,2,8,6,0
2025-07-20T18:11:15,Breite Straße,not_booked:bike_taken,0,0,0,2,1,1,26,25,0
2025-07-20T18:11:15,S Nöldnerplatz ,not_booked:bike_taken,0,0,0,12,10,10,15,5,0
2025-07-20T18:11:15,Ackerstraße/Elisabethkirchstraße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Arkonaplatz,not_booked:bike_taken,0,0,0,2,1,1,18,17,0
2025-07-20T18:11:15,Jelbi Oberbaumbrücke (FHA/OB),not_booked:bike_taken,0,0,0,6,5,5,16,11,0
2025-07-20T18:11:15,U Kleistpark (West),not_booked:bike_taken,0,0,0,13,12,12,4,0,0
2025-07-20T18:11:15,U Weinmeisterstraße/Gormannstraße,not_booked:bike_taken,0,0,0,6,2,2,20,18,0
2025-07-20T18:11:15,Jelbi U Bülowstraße (SCH/BU),not_booked:bike_taken,0,0,0,4,2,2,6,3,0
2025-07-20T18:11:15,S Julius-Leber-Brücke (Nordost),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,U Weinmeisterstraße/Gormannstraße,not_booked:bike_taken,0,0,0,6,2,2,20,18,0
2025-07-20T18:11:15,EDEKA Invalidenstraße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Jelbi Burgstraße/Friedrichsbrücke (MIT/FR),not_booked:bike_taken,0,0,0,9,7,7,18,11,0
2025-07-20T18:11:15,Jelbi Ebertstraße/Hannah-Arendt-Straße (MIT/EH),not_booked:bike_taken,0,0,0,3,1,1,10,8,0
2025-07-20T18:11:15,M Bernauer Straße/Wolliner Straße,not_booked:bike_taken,0,0,0,5,1,1,4,3,0
2025-07-20T18:11:15,Jelbi Gertrud-Kolmar-Straße/Hannah-Arendt-Straße (MIT/GE),not_booked:bike_taken,0,0,0,7,3,3,10,7,0
2025-07-20T18:11:15,M Bernauer Straße/Wolliner Straße,not_booked:bike_taken,0,0,0,5,1,1,4,3,0
2025-07-20T18:11:15,Jelbi S+U Zoologischer Garten/Hardenbergplatz (CHA/HA),not_booked:bike_taken,0,0,0,5,2,2,8,6,0
2025-07-20T18:11:15,Poststraße/Propststraße,not_booked:bike_taken,0,0,0,4,3,3,6,3,0
2025-07-20T18:11:15,Jelbi Allerstraße (NEU/AL),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Kurfürstendamm/Bornimer Straße,not_booked:bike_taken,0,0,0,4,3,3,4,1,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:15,**Jelbi S+U Hauptbahnhof/Europaplatz Ost (MOA/EO),not_booked:bike_taken,0,0,0,3,2,2,8,6,0
2025-07-20T18:11:15,Jelbi U Boddinstraße/Selchower Straße (NEU/UB),not_booked:bike_taken,0,0,0,3,2,2,12,10,0
2025-07-20T18:11:15,M Bernauer Straße/Wolliner Straße,not_booked:bike_taken,0,0,0,5,1,1,4,3,0
2025-07-20T18:11:15,Jelbi Charitéplatz (MIT/CP),not_booked:bike_taken,0,0,0,3,2,2,8,6,0
2025-07-20T18:11:15,Geschwister Scholl Str.,not_booked:bike_taken,0,0,0,5,3,3,33,29,0
2025-07-20T18:11:15,U Hansaplatz,not_booked:bike_taken,0,0,0,8,7,7,4,0,0
2025-07-20T18:11:29,Rathaus Friedrichshain-Kreuzberg,booked:not_taken,14,1,0,2,2,2,20,18,0
2025-07-20T18:11:15,Jelbi Rathausstraße/Berliner Fernsehturm (MIT/RB),not_booked:bike_taken,0,0,0,5,3,3,8,5,0
2025-07-20T18:11:15,U Prinzenstraße,not_booked:bike_taken,0,0,0,18,17,17,12,0,0
2025-07-20T18:11:15,Zenner,not_booked:bike_taken,0,0,0,9,8,8,5,0,0
2025-07-20T18:11:15,Alte Jakobstraße/Lindenstraße,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Jelbi Ebertstraße/Hannah-Arendt-Straße (MIT/EH),not_booked:bike_taken,0,0,0,3,1,1,10,8,0
2025-07-20T18:11:29,M Danziger Straße/Winsstraße,booked:not_taken,14,1,0,1,1,1,10,9,0
2025-07-20T18:11:15,Alt-Stralau/Krachtstraße,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T18:11:15,Studierenden-Wohnheim Aristotelessteig,not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:11:15,Köpenicker Landstraße/Schnellerstraße,not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T18:11:15,Jelbi S+U Zoologischer Garten/Hardenbergplatz (CHA/HA),not_booked:bike_taken,0,0,0,5,2,2,8,6,0
2025-07-20T18:11:15,U Hermannplatz (Nord),not_booked:bike_taken,0,0,0,2,1,1,5,3,0
2025-07-20T18:11:15,U Friedrichsfelde (Süd),not_booked:bike_taken,0,0,0,3,2,2,4,1,0
2025-07-20T18:11:15,Jelbi U Bülowstraße (SCH/BU),not_booked:bike_taken,0,0,0,4,2,2,6,3,0
2025-07-20T18:11:15,Jelbi Sommerbad Neukölln (NEU/SO),not_booked:bike_taken,0,0,0,14,7,7,4,0,0
2025-07-20T18:11:29,U Südstern,not_booked:bike_taken,0,0,0,3,2,2,15,13,0
2025-07-20T18:11:56,Katzbachstraße,booked:bike_taken,41,1,0,4,3,3,15,12,0
2025-07-20T18:12:08,S Bundesplatz (Südwest),not_booked:bike_taken,0,0,0,2,1,1,4,3,0
2025-07-20T18:12:20,Seestraße/Nordufer,not_booked:bike_taken,0,0,0,12,11,11,4,0,0
2025-07-20T18:28:02,Str. des 17. Juni,booked:bike_taken,1007,1,0,4,3,3,16,13,0
2025-07-20T18:28:02,S+U Wedding (Lindowerstraße),booked:bike_taken,1007,1,0,5,4,4,12,8,0
2025-07-20T18:28:02,Pannierstraße,booked:not_taken,1007,1,0,1,1,1,10,8,0
2025-07-20T18:28:02,Jelbi Simon-Dach-Straße/ Revaler Straße (FHA/SI),booked:not_taken,1007,1,0,1,1,1,5,4,0
2025-07-20T18:28:02,Jelbi Bebelplatz (MIT/BB),booked:not_taken,1007,1,0,1,1,1,6,5,0
2025-07-20T18:28:02,U Otisstraße (Nord),booked:bike_taken,1007,4,0,11,7,7,4,0,0
2025-07-20T18:28:02,Charité Berlin (Luisenstraße),booked:not_taken,1007,1,0,2,2,2,8,6,0
2025-07-20T18:28:02,Forster Straße/Reichenberger Straße,booked:bike_taken,1007,1,0,3,1,1,4,3,0
2025-07-20T18:28:02,Gierkeplatz (Süd),booked:bike_taken,1007,2,1,2,1,0,4,3,0
2025-07-20T18:28:02,Kranoldplatz (Bruno-Bauer-straße),booked:not_taken,1007,2,0,7,7,7,4,0,0
2025-07-20T18:28:02,Jelbi S+U Brandenburger Tor/Unter den Linden (MIT/BU),booked:not_taken,1007,1,0,1,1,1,20,19,0
2025-07-20T18:28:02,EDEKA Ulrich (Bernauer Straße),booked:bike_taken,1007,2,0,3,1,1,4,3,0
2025-07-20T18:28:02,Hauptstraße (65),booked:not_taken,976,1,0,1,1,1,4,3,0
2025-07-20T18:28:02,Vorarlberger Damm/Rubensstraße,booked:not_taken,1007,1,0,1,1,1,4,3,0
2025-07-20T18:28:02,Schützallee (Clayallee),booked:not_taken,1007,1,0,2,2,2,4,2,0
2025-07-20T18:28:02,Mommsenstraße/Wielandstraße,booked:not_taken,1007,1,0,1,1,1,4,3,0
2025-07-20T18:12:32,Paul-Lincke-Ufer/Liegnitzer Straße,not_booked:bike_taken,0,0,0,4,2,2,7,5,0
2025-07-20T18:28:02,U Prinzenstraße,not_booked:bike_taken,0,0,0,17,14,14,12,0,0
2025-07-20T18:28:02,EDEKA Fiebig (Hasenheide),not_booked:bike_taken,0,0,0,3,2,2,4,2,0
2025-07-20T18:28:02,Jelbi S+U Hauptbahnhof/Heidestraße (MOA/HA),not_booked:bike_taken,0,0,0,14,6,6,8,2,0
2025-07-20T18:28:02,Jelbi S+U Hauptbahnhof/Heidestraße (MOA/HA),not_booked:bike_taken,0,0,0,14,6,6,8,2,0
2025-07-20T18:28:02,U Samariterstraße,not_booked:bike_taken,0,0,0,8,6,6,9,3,0
